 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	
 0.000 	 0.169 	 0.200 	 0.129 	 0.193 	 0.129 	 0.200 	 0.176 	 0.056 	
 0.000 	 0.338 	 0.331 	 0.352 	 0.393 	 0.352 	 0.335 	 0.378 	 0.181 	
 0.000 	 0.287 	 0.415 	 0.561 	 0.596 	 0.562 	 0.429 	 0.366 	 0.225 	
 0.000 	 0.365 	 0.461 	 0.610 	 1.000 	 0.612 	 0.478 	 0.448 	 0.240 	
 0.000 	 0.288 	 0.419 	 0.575 	 0.613 	 0.576 	 0.432 	 0.367 	 0.225 	
 0.000 	 0.346 	 0.370 	 0.432 	 0.478 	 0.432 	 0.374 	 0.385 	 0.181 	
 0.000 	 0.234 	 0.385 	 0.367 	 0.448 	 0.367 	 0.385 	 0.242 	 0.065 	
 0.000 	 0.065 	 0.181 	 0.225 	 0.240 	 0.225 	 0.181 	 0.065 	 0.010 	
